"","docsequence","docid","docyear","doctype","allsubject","broadsubj","personalevent","wwritten","docauthorid","docauthorname","language","editor","briefname","nationality","birthyear","deathyear","birthplace","deathplace","ageatdeath","nativeoccupation","yearimmigration","stayednorthamerica","agewriting","marriagestatus","maternalstatus","authorgeneration","authorgender","culturalheritage","religion","northamericanoccupation"
"40",66,"S10003-D066",1850,"Letter","Brothers; Children; Correspondence; Physical illnesses; Travel incidents; Whooping cough; Relationships; Intellectual life; Health; Entertainment and recreation; Physical illness of child","Relationships; Intellectual life; Health; Entertainment and recreation","Physical illness of child","Westphalia, MO; Missouri; United States; West North Central States; Midwest States; Mississippi Basin States; North America","per0022938","Bruns, Jette, 1813-1899","English; German","Schroeder, Adoplh E., tr.; Geisberg, Carla Schulz, ed.","Jette Bruns","United States",1813,1899,"Germany; Western Europe; Europe","Jefferson City, MO; Missouri; United States; West North Central States; Midwest States; Mississippi Basin States; North America",86,"Businessman; Homemaker; Physician; Student",1836,"Stayed",37,"Married","Mother","First","F","German; European","Catholic; Christian","Homemaker; Physician"
"41",67,"S10003-D067",1850,"Letter","Brothers; Business affairs; Children; Correspondence; Property rentals; Schools; Relationships; Economics; Intellectual life; Domestic life; Education; California; United States; Western States; West Coast States; North America","Relationships; Economics; Intellectual life; Domestic life; Education",NA,"Westphalia, MO; Missouri; United States; West North Central States; Midwest States; Mississippi Basin States; North America","per0022938","Bruns, Jette, 1813-1899","English; German","Schroeder, Adoplh E., tr.; Geisberg, Carla Schulz, ed.","Jette Bruns","United States",1813,1899,"Germany; Western Europe; Europe","Jefferson City, MO; Missouri; United States; West North Central States; Midwest States; Mississippi Basin States; North America",86,"Businessman; Homemaker; Physician; Student",1836,"Stayed",37,"Married","Mother","First","F","German; European","Catholic; Christian","Homemaker; Physician"
"42",68,"S10003-D068",1850,"Letter","Brothers; Correspondence; Gold mines; Relationships; Intellectual life; Economics; California; United States; Western States; West Coast States; North America","Relationships; Intellectual life; Economics",NA,"Westphalia, MO; Missouri; United States; West North Central States; Midwest States; Mississippi Basin States; North America","per0022938","Bruns, Jette, 1813-1899","English; German","Schroeder, Adoplh E., tr.; Geisberg, Carla Schulz, ed.","Jette Bruns","United States",1813,1899,"Germany; Western Europe; Europe","Jefferson City, MO; Missouri; United States; West North Central States; Midwest States; Mississippi Basin States; North America",86,"Businessman; Homemaker; Physician; Student",1836,"Stayed",37,"Married","Mother","First","F","German; European","Catholic; Christian","Homemaker; Physician"
"43",69,"S10003-D069",1853,"Letter","Children; Deaths; Eye disorders; Imagination; Reunions; Relationships; Health; Death of child","Relationships; Health","Death of child","Westphalia, MO; Missouri; United States; West North Central States; Midwest States; Mississippi Basin States; North America","per0022938","Bruns, Jette, 1813-1899","English; German","Schroeder, Adoplh E., tr.; Geisberg, Carla Schulz, ed.","Jette Bruns","United States",1813,1899,"Germany; Western Europe; Europe","Jefferson City, MO; Missouri; United States; West North Central States; Midwest States; Mississippi Basin States; North America",86,"Businessman; Homemaker; Physician; Student",1836,"Stayed",40,"Married","Mother","First","F","German; European","Catholic; Christian","Homemaker; Physician"
"44",72,"S10003-D072",1853,"Letter","Brothers; Physical illnesses; Pianos; Portraits; Reunions; Relationships; Health; Intellectual life","Relationships; Health; Intellectual life",NA,"Westphalia, MO; Missouri; United States; West North Central States; Midwest States; Mississippi Basin States; North America","per0022938","Bruns, Jette, 1813-1899","English; German","Schroeder, Adoplh E., tr.; Geisberg, Carla Schulz, ed.","Jette Bruns","United States",1813,1899,"Germany; Western Europe; Europe","Jefferson City, MO; Missouri; United States; West North Central States; Midwest States; Mississippi Basin States; North America",86,"Businessman; Homemaker; Physician; Student",1836,"Stayed",40,"Married","Mother","First","F","German; European","Catholic; Christian","Homemaker; Physician"
"45",74,"S10003-D074",1854,"Letter","Brothers; Children; Construction; Correspondence; Doctors; Elections; Godparents; Household moves; Houses; Husbands; Medical treatments and procedures; Physical illnesses; Relationships; Economics; Intellectual life; Health; Politics; Domestic life; Physical illness of spouse","Relationships; Economics; Intellectual life; Health; Politics; Domestic life","Physical illness of spouse; Household moves","Jefferson City, MO; Missouri; United States; West North Central States; Midwest States; Mississippi Basin States; North America","per0022938","Bruns, Jette, 1813-1899","English; German","Schroeder, Adoplh E., tr.; Geisberg, Carla Schulz, ed.","Jette Bruns","United States",1813,1899,"Germany; Western Europe; Europe","Jefferson City, MO; Missouri; United States; West North Central States; Midwest States; Mississippi Basin States; North America",86,"Businessman; Homemaker; Physician; Student",1836,"Stayed",41,"Married","Mother","First","F","German; European","Catholic; Christian","Homemaker; Physician"
"46",75,"S10003-D075",1853,"Letter","Boarders; Brothers; Correspondence; Houses; Communities; Relationships; Intellectual life; Domestic life","Communities; Relationships; Intellectual life; Domestic life",NA,"Jefferson City, MO; Missouri; United States; West North Central States; Midwest States; Mississippi Basin States; North America","per0022938","Bruns, Jette, 1813-1899","English; German","Schroeder, Adoplh E., tr.; Geisberg, Carla Schulz, ed.","Jette Bruns","United States",1813,1899,"Germany; Western Europe; Europe","Jefferson City, MO; Missouri; United States; West North Central States; Midwest States; Mississippi Basin States; North America",86,"Businessman; Homemaker; Physician; Student",1836,"Stayed",40,"Married","Mother","First","F","German; European","Catholic; Christian","Homemaker; Physician"
"47",81,"S10003-D081",1857,"Letter","Business affairs; Children; Daily life; Domestic chores; Gardens; Photography; Economics; Relationships; Domestic life; Intellectual life","Economics; Relationships; Domestic life; Intellectual life",NA,"Jefferson City, MO; Missouri; United States; West North Central States; Midwest States; Mississippi Basin States; North America","per0022938","Bruns, Jette, 1813-1899","English; German","Schroeder, Adoplh E., tr.; Geisberg, Carla Schulz, ed.","Jette Bruns","United States",1813,1899,"Germany; Western Europe; Europe","Jefferson City, MO; Missouri; United States; West North Central States; Midwest States; Mississippi Basin States; North America",86,"Businessman; Homemaker; Physician; Student",1836,"Stayed",44,"Married","Mother","First","F","German; European","Catholic; Christian","Homemaker; Physician"
"48",82,"S10003-D082",1857,"Letter","Brothers; Business affairs; Children; Correspondence; Houses; Relationships; Economics; Intellectual life; Domestic life","Relationships; Economics; Intellectual life; Domestic life",NA,"Jefferson City, MO; Missouri; United States; West North Central States; Midwest States; Mississippi Basin States; North America","per0022938","Bruns, Jette, 1813-1899","English; German","Schroeder, Adoplh E., tr.; Geisberg, Carla Schulz, ed.","Jette Bruns","United States",1813,1899,"Germany; Western Europe; Europe","Jefferson City, MO; Missouri; United States; West North Central States; Midwest States; Mississippi Basin States; North America",86,"Businessman; Homemaker; Physician; Student",1836,"Stayed",44,"Married","Mother","First","F","German; European","Catholic; Christian","Homemaker; Physician"
"49",83,"S10003-D083",1858,"Letter","Academic performance; Brothers; Business affairs; Children; Correspondence; Houses; Husbands; Living arrangements; Travel; Vacations; Education; Relationships; Economics; Intellectual life; Domestic life; Entertainment and recreation; St. Louis, MO; Missouri; United States; West North Central States; Midwest States; Mississippi Basin States; North America","Education; Relationships; Economics; Intellectual life; Domestic life; Entertainment and recreation",NA,"Jefferson City, MO; Missouri; United States; West North Central States; Midwest States; Mississippi Basin States; North America","per0022938","Bruns, Jette, 1813-1899","English; German","Schroeder, Adoplh E., tr.; Geisberg, Carla Schulz, ed.","Jette Bruns","United States",1813,1899,"Germany; Western Europe; Europe","Jefferson City, MO; Missouri; United States; West North Central States; Midwest States; Mississippi Basin States; North America",86,"Businessman; Homemaker; Physician; Student",1836,"Stayed",45,"Married","Mother","First","F","German; European","Catholic; Christian","Homemaker; Physician"
"50",84,"S10003-D084",1858,"Letter","Brothers; Business affairs; Children; Deaths; Funerals; Physical illnesses; Relationships; Economics; Health; Sociology; Death of sibling; Physical illness of sibling","Relationships; Economics; Health; Sociology","Death of sibling; Physical illness of sibling","Jefferson City, MO; Missouri; United States; West North Central States; Midwest States; Mississippi Basin States; North America","per0022938","Bruns, Jette, 1813-1899","English; German","Schroeder, Adoplh E., tr.; Geisberg, Carla Schulz, ed.","Jette Bruns","United States",1813,1899,"Germany; Western Europe; Europe","Jefferson City, MO; Missouri; United States; West North Central States; Midwest States; Mississippi Basin States; North America",86,"Businessman; Homemaker; Physician; Student",1836,"Stayed",45,"Married","Mother","First","F","German; European","Catholic; Christian","Homemaker; Physician"
"51",85,"S10003-D085",1860,"Letter","Children; Correspondence; Husbands; Political causes; State government; Relationships; Intellectual life; Politics","Relationships; Intellectual life; Politics",NA,"Jefferson City, MO; Missouri; United States; West North Central States; Midwest States; Mississippi Basin States; North America","per0022938","Bruns, Jette, 1813-1899","English; German","Schroeder, Adoplh E., tr.; Geisberg, Carla Schulz, ed.","Jette Bruns","United States",1813,1899,"Germany; Western Europe; Europe","Jefferson City, MO; Missouri; United States; West North Central States; Midwest States; Mississippi Basin States; North America",86,"Businessman; Homemaker; Physician; Student",1836,"Stayed",47,"Married","Mother","First","F","German; European","Catholic; Christian","Homemaker; Physician"
"52",86,"S10003-D086",1861,"Letter","Children; Governors; Husbands; Legislators; Militias; Physical illnesses; Political causes; Relationships; Politics; Military; Health; U.S. Civil War, 1861-1865","Relationships; Politics; Military; Health",NA,"Jefferson City, MO; Missouri; United States; West North Central States; Midwest States; Mississippi Basin States; North America","per0022938","Bruns, Jette, 1813-1899","English; German","Schroeder, Adoplh E., tr.; Geisberg, Carla Schulz, ed.","Jette Bruns","United States",1813,1899,"Germany; Western Europe; Europe","Jefferson City, MO; Missouri; United States; West North Central States; Midwest States; Mississippi Basin States; North America",86,"Businessman; Homemaker; Physician; Student",1836,"Stayed",48,"Married","Mother","First","F","German; European","Catholic; Christian","Homemaker; Physician"
